doi,id,linkout
10.1006/redy.1999.0077,pub.1015612687,http://researchdatabase.minneapolisfed.org/downloads/z603qx485
10.1086/269124,pub.1058579735,
10.1111/j.1468-0084.1989.mp51001001.x,pub.1050270070,
10.1162/003465300558830,pub.1010651681,
10.1086/644366,pub.1058836577,
10.1016/0304-4076(85)90007-7,pub.1046200342,
10.1177/0739986300222003,pub.1041335726,
10.1093/geront/24.6.584,pub.1059632422,
10.1086/298323,pub.1058607628,
10.1525/sp.1982.30.2.03a00060,pub.1067698945,
10.1111/j.1475-4991.1995.tb00122.x,pub.1003633414,
10.1108/01443589210027626,pub.1003266653,
10.1080/00036849100000202,pub.1053181887,
10.1080/00036849300000118,pub.1035807939,
10.1093/geront/23.1.45,pub.1059632105,
10.1086/643591,pub.1058835810,
10.1177/001872678003300303,pub.1052418750,
10.1177/089124390004002007,pub.1021515239,
10.3406/espos.1985.1018,pub.1050993873,
10.2466/pr0.1996.79.2.379,pub.1070819834,
10.1016/0889-1583(88)90017-2,pub.1021704256,
10.1086/209037,pub.1058528624,
10.1086/231039,pub.1058550537,
10.1177/089976409102000208,pub.1048571650,
10.1177/089124249601000109,pub.1005600804,
10.1257/aer.89.2.40,pub.1064526856,
10.1162/003465300558885,pub.1008860002,
10.1006/juec.1995.1024,pub.1013965581,
10.1002/jae.3950100406,pub.1046237886,
10.1016/0304-4076(94)01694-1,pub.1023722659,
10.1086/209851,pub.1058529364,
10.1111/j.1465-7295.1982.tb00360.x,pub.1016469700,
10.1111/j.1467-9787.1991.tb00157.x,pub.1031713369,
10.1111/j.1465-7295.1992.tb01288.x,pub.1050093686,
10.1086/298160,pub.1058607465,
10.1111/j.1475-4991.1998.tb00266.x,pub.1014165424,https://cowles.yale.edu/sites/default/files/files/pub/d11/d1110.pdf
10.1086/224530,pub.1058544028,
10.1086/298261,pub.1058607566,
10.1086/261674,pub.1058575155,
10.1215/03616878-11-1-1,pub.1032646919,https://escholarship.org/content/qt15z4n6br/qt15z4n6br.pdf?t=o9nwbx
10.1080/135048594357989,pub.1033609418,
10.1080/000368499324552,pub.1013834408,
10.5085/0898-5510-9.2.169,pub.1023057766,
10.1016/0166-0462(89)90008-2,pub.1039807198,http://www.nber.org/papers/w2842.pdf
10.1086/644214,pub.1058836425,
10.1080/026921799101616,pub.1045430948,
10.1016/0304-3932(91)90005-9,pub.1035200582,
10.1086/467074,pub.1058751724,
10.1016/0047-2727(79)90042-2,pub.1005385764,
10.1086/228748,pub.1058548246,https://dash.harvard.edu/bitstream/1/3226953/7/Sampson_UrbanBlackViolence.pdf
10.1093/geront/37.4.475,pub.1041763574,https://academic.oup.com/gerontologist/article-pdf/37/4/475/1680429/37-4-475.pdf
10.1111/j.1465-7295.1976.tb00378.x,pub.1030194037,
10.1086/298008,pub.1058607313,
10.1111/j.1465-7295.1979.tb00543.x,pub.1033986886,
10.1086/261605,pub.1058575086,
10.1177/0049124193022002002,pub.1034304182,
10.1111/j.1465-7295.1999.tb01457.x,pub.1009925899,
10.1111/j.1745-6606.1987.tb00186.x,pub.1011418966,
10.1093/geront/26.6.669,pub.1059632835,
10.1080/00036849000000074,pub.1046814001,
10.1080/00036849700000020,pub.1013568839,
10.1086/250062,pub.1058563543,
10.1162/003465399558201,pub.1010498233,
10.1177/019251396017004006,pub.1054057597,
10.1111/j.1741-3737.2001.00136.x,pub.1015321762,http://deepblue.lib.umich.edu/bitstream/2027.42/73550/1/j.1741-3737.2001.00136.x.pdf
10.1086/298301,pub.1058607606,
10.1111/1468-0335.00159,pub.1036525589,
10.1080/00036849500000055,pub.1013721610,
10.1177/109114219302100402,pub.1015467961,
10.1080/000368497327092,pub.1000793392,
10.1007/s001480050043,pub.1033540573,
10.1525/sp.1997.44.1.03x0211c,pub.1067699617,
10.1111/j.1533-8525.1997.tb00756.x,pub.1034170664,
10.1177/0730888499026002002,pub.1039687294,
10.1086/226705,pub.1058546203,http://www.irp.wisc.edu/publications/dps/pdfs/dp38176.pdf
10.1086/261563,pub.1058575044,
10.1177/0164027593153003,pub.1041122151,
10.1111/1540-6229.00633,pub.1036995006,
10.1086/514412,pub.1058789226,
10.1086/604278,pub.1058809748,https://repository.brynmawr.edu/cgi/viewcontent.cgi?article=1012&context=gsswsr_pubs
10.1016/0304-4076(78)90030-1,pub.1016947295,
10.1080/00036848100000014,pub.1027836474,
10.1086/229613,pub.1058549111,
10.1016/0047-2727(89)90061-3,pub.1034125693,
10.1177/095892879200200302,pub.1049909985,
10.1111/j.1467-9787.1991.tb00138.x,pub.1016937407,
10.1080/00036849500000037,pub.1025077467,
10.1257/jep.13.2.145,pub.1064529976,http://europepmc.org/articles/pmc3697076?pdf=render
10.1111/j.1533-8525.1988.tb01431.x,pub.1010980903,
10.1093/swra/16.2.20,pub.1060044570,
10.1111/j.1536-7150.1994.tb02673.x,pub.1048035775,
10.1086/515734,pub.1058790120,
10.1093/ijpor/11.4.346,pub.1059678600,
10.1086/228953,pub.1058548451,
10.1111/j.1745-6606.1989.tb00234.x,pub.1032591532,
10.1086/261937,pub.1058575418,
10.1080/00036849400000104,pub.1009589177,
10.1257/jep.10.3.169,pub.1064529792,https://www.aeaweb.org/articles/pdf/doi/10.1257/jep.10.3.169
10.1353/jod.1995.0002,pub.1065031133,https://revistas.ucm.es/index.php/RGID/article/download/60809/4564456547602
10.1086/209847,pub.1058529360,http://www.nber.org/papers/w5459.pdf
10.1086/261958,pub.1058575439,
10.1093/jnci/81.6.409,pub.1059815646,
10.1086/269493,pub.1058580104,http://www.census.gov/srd/papers/pdf/sm9510.pdf
10.1111/j.1465-7287.1996.tb00635.x,pub.1015934719,
10.1086/228824,pub.1058548322,
10.1377/hlthaff.12.suppl_1.282,pub.1028250597,
10.1086/261784,pub.1058575265,
10.1001/jama.280.10.893,pub.1028423591,
10.1086/261864,pub.1058575345,
10.1086/261869,pub.1058575350,
10.1086/261744,pub.1058575225,http://www.nber.org/papers/w3294.pdf
10.1177/0730888495022003002,pub.1017232922,
10.1093/jnci/88.23.1748,pub.1015827982,https://academic.oup.com/jnci/article-pdf/88/23/1748/7811536/88-23-1748.pdf
10.1080/00036849300000008,pub.1025977978,
10.1001/jama.270.20.2464,pub.1054156234,
10.1525/sp.1994.41.4.03x0274n,pub.1067699528,
10.1377/hlthaff.13.2.283,pub.1030583636,
10.1377/hlthaff.13.1.315,pub.1039006694,
10.1377/hlthaff.13.2.246,pub.1044112089,
10.1377/hlthaff.13.2.34,pub.1024507349,
10.1377/hlthaff.13.5.149,pub.1017661807,
10.1377/hlthaff.13.2.7,pub.1053410967,
10.1093/geront/35.2.162,pub.1059634616,
10.1177/019251382003002002,pub.1053834229,
10.1177/019251388009002007,pub.1012485820,
10.1177/019251385006003005,pub.1053806918,
10.1111/j.1475-4991.1981.tb00245.x,pub.1020805101,
10.1177/019251382003002004,pub.1053871900,
10.1177/019251384005003005,pub.1006768445,
10.1177/019251385006003006,pub.1053993753,
10.1177/019251384005001002,pub.1054006965,
10.1177/019251382003004002,pub.1053844945,
10.1177/019251382003004006,pub.1054083058,
10.1111/j.1745-9125.1995.tb01180.x,pub.1008793012,
10.1525/sp.1994.41.1.03x0422f,pub.1067699492,
10.1177/019251385006001005,pub.1006310505,
10.1177/019251382003002005,pub.1053984065,
10.1177/019251382003001003,pub.1018927796,
10.1177/019251382003004008,pub.1053812867,
10.1525/sp.1994.41.3.03x0444b,pub.1067699514,
10.1177/019251385006004003,pub.1053465678,
10.1177/019251383004001006,pub.1038635137,
10.1177/019251385006002003,pub.1047538973,
10.1177/019251385006003004,pub.1053788359,
10.1177/019251382003002007,pub.1053906648,
10.1177/019251392013001003,pub.1053910403,
10.1177/019251390011002001,pub.1053936769,
10.1177/019251391012003005,pub.1053903156,
10.1177/019251391012003004,pub.1053837221,
10.1177/019251391012001005,pub.1020914738,
10.1177/019251389010004003,pub.1054074410,
10.1177/019251390011002005,pub.1053786317,
10.1177/019251389010003004,pub.1028348761,
10.1111/j.1465-7287.1993.tb00388.x,pub.1016447794,
10.1177/019251388009004004,pub.1053885099,
10.1177/019251390011001004,pub.1054023035,
10.1177/019251389010002002,pub.1050616106,
10.1177/019251391012002006,pub.1022085399,
10.1177/019251391012001006,pub.1035486823,
10.1177/019251391012004005,pub.1053831509,
10.1177/019251389010001005,pub.1023462453,
10.1177/019251389010003005,pub.1009851099,
10.1177/019251389010004004,pub.1053773815,http://deepblue.lib.umich.edu/bitstream/2027.42/67967/2/10.1177_019251389010004004.pdf
10.1177/019251390011002006,pub.1053848360,
10.1177/019251390011003006,pub.1020767136,
10.1177/019251391012004004,pub.1053881663,
10.1177/019251389010004006,pub.1053943351,http://deepblue.lib.umich.edu/bitstream/2027.42/66791/2/10.1177_019251389010004006.pdf
10.1177/019251391012001002,pub.1002451811,
10.1177/019251388009004002,pub.1054085774,
10.1177/019251390011003002,pub.1041961672,http://deepblue.lib.umich.edu/bitstream/2027.42/67712/2/10.1177_019251390011003002.pdf
10.1177/019251388009004007,pub.1054076223,
10.1177/019251389010004002,pub.1053951456,
10.1177/019251391012003003,pub.1053834489,
10.1177/019251391012001007,pub.1051544722,
10.1177/019251392013002004,pub.1008829036,
10.1177/019251395016003003,pub.1054042679,
10.1177/019251393014002003,pub.1053899429,https://shareok.org/bitstream/11244/25012/1/10.1177.019251393014002003.pdf
10.1177/019251394015004004,pub.1054050788,
10.1177/019251395016004005,pub.1025265429,
10.1177/019251392013002006,pub.1010698293,
10.1126/science.1553531,pub.1062490940,
10.1177/019251393014003001,pub.1030193444,
10.1177/019251392013002002,pub.1048851901,
10.1177/019251395016003005,pub.1054090320,
10.1177/019251394015001006,pub.1054073410,
10.1177/019251393014003002,pub.1044399403,http://digitalcommons.unl.edu/cgi/viewcontent.cgi?article=1252&context=psychfacpub
10.1177/019251395016001002,pub.1030342485,
10.1177/019251392013002005,pub.1034047760,
10.1177/019251392013003006,pub.1006020373,
10.1177/019251395016002001,pub.1023502648,
10.1177/019251395016004001,pub.1012588453,
10.1177/019251393014002002,pub.1054038039,
10.1177/019251392013004006,pub.1029113119,
10.1177/019251394015001004,pub.1053790774,
10.1177/019251395016003007,pub.1053852785,
10.1177/019251395016003004,pub.1054069567,
10.1177/019251394015001003,pub.1053821119,
10.1177/019251395016001004,pub.1037625207,
10.1177/019251394015001005,pub.1054034441,
10.1177/019251392013002007,pub.1012597887,
10.1177/019251395016005003,pub.1013756663,http://deepblue.lib.umich.edu/bitstream/2027.42/67343/2/10.1177_019251395016005003.pdf
10.1177/019251393014002008,pub.1054022781,
10.1177/019251393014003003,pub.1036065629,
10.1177/019251394015001001,pub.1053851135,
10.1177/019251395016004002,pub.1052452983,
10.1177/019251395016006004,pub.1053961617,
